집계일자,집계시,출발영업소코드,도착영업소코드,TCS차종구분코드,통행시간
20220131,12,101,140,1,15586
20220131,22,101,140,1,15462
20220131,20,101,140,1,15555
20220131,3,101,140,1,14663
20220131,1,101,140,1,15192
20220131,2,101,140,1,14781
20220131,18,101,140,1,18137
20220131,4,101,140,1,14389
20220131,5,101,140,1,14568
20220131,13,101,140,1,16256
20220131,23,101,140,1,15694
20220131,21,101,140,1,15301
20220131,11,101,140,1,15320
20220131,6,101,140,1,14867
20220131,0,101,140,1,15605
20220131,10,101,140,1,15137
20220131,14,101,140,1,16788
20220131,8,101,140,6,-1
20220131,8,101,140,1,14437
20220131,19,101,140,1,16891
20220131,9,101,140,1,14898
20220131,16,101,140,1,16902
20220131,15,101,140,1,16805
20220131,17,101,140,1,17068
20220131,7,101,140,1,14809
