집계일자,집계시,출발영업소코드,도착영업소코드,TCS차종구분코드,통행시간
20210920,19,101,140,1,17448
20210920,21,101,140,1,15891
20210920,12,101,140,6,-1
20210920,20,101,140,1,17160
20210920,10,101,140,1,15645
20210920,23,101,140,1,14787
20210920,11,101,140,1,16170
20210920,18,101,140,1,18263
20210920,7,101,140,1,14301
20210920,13,101,140,1,17078
20210920,3,101,140,1,13854
20210920,4,101,140,1,14049
20210920,22,101,140,1,16491
20210920,16,101,140,1,18949
20210920,6,101,140,1,13991
20210920,9,101,140,1,15039
20210920,9,101,140,6,16337
20210920,8,101,140,1,14698
20210920,1,101,140,1,14247
20210920,2,101,140,1,14254
20210920,0,101,140,1,13831
20210920,17,101,140,1,19034
20210920,15,101,140,1,18457
20210920,5,101,140,1,14041
20210920,12,101,140,1,16294
20210920,14,101,140,1,17245
